Soil Type,Soil depth(cm),ph,Bulk density Gm/cc,Ec (dsm-1),Organic carbon (%),Soil moisture retention  (%),Available water capacity(m/m), Infiltration rate cm/hr, Clay %, Crops to be taken
Deep black soil,54,8.8,1.4,1.3,0.6,39,0.26,1.2,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,55,8.9,1.4,1.3,0.6,39,0.26,1.2,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,56,8.2,1.4,1.3,0.6,39,0.26,1.2,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,57,8.3,1.4,1.3,0.6,39,0.26,1.2,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,58,8.4,1.4,1.3,0.6,39,0.26,1.2,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,59,8.5,1.4,1.3,0.6,39,0.26,1.2,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,60,8.6,1.4,1.3,0.6,39,0.26,1.2,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,30,8.1,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,31,8.2,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,32,8.3,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,33,8.4,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,34,8.5,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,35,8.6,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,36,8.7,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,37,8.8,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,38,8.9,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,39,8.1,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,40,8.2,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,41,8.3,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,42,8.4,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,43,8.5,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,44,8.6,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,45,8.7,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,46,8.8,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,47,8.9,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,48,8.2,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,49,8.3,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,50,8.4,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,51,8.5,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,52,8.6,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,53,8.7,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,54,8.8,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,55,8.9,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,56,8.2,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,57,8.3,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,58,8.4,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,59,8.5,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,60,8.6,1.4,1.3,0.6,39,0.26,1.3,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,30,8.1,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,31,8.2,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,32,8.3,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,33,8.4,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,34,8.5,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,35,8.6,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,36,8.7,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,37,8.8,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,38,8.9,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,39,8.1,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,40,8.2,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,41,8.3,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,42,8.4,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,43,8.5,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,44,8.6,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,45,8.7,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,46,8.8,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,47,8.9,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,48,8.2,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,49,8.3,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,50,8.4,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,51,8.5,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,52,8.6,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,53,8.7,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,54,8.8,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,55,8.9,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,56,8.2,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,57,8.3,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,58,8.4,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,59,8.5,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,60,8.6,1.4,1.3,0.6,39,0.26,1.4,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,30,8.1,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,31,8.2,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,32,8.3,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,33,8.4,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,34,8.5,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,35,8.6,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,36,8.7,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,37,8.8,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,38,8.9,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,39,8.1,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,40,8.2,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,41,8.3,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,42,8.4,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,43,8.5,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,44,8.6,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,45,8.7,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,46,8.8,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,47,8.9,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,48,8.2,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,49,8.3,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,50,8.4,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,51,8.5,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,52,8.6,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,53,8.7,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,54,8.8,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,55,8.9,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,56,8.2,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,57,8.3,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,58,8.4,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,59,8.5,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,60,8.6,1.4,1.3,0.6,39,0.26,1.5,53,Cotton Rice Pigeonpea Blackgram Sunflower
Deep black soil,60,7.9,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,61,8,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,62,8.1,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,63,8.2,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,64,8.3,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,65,8.4,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,66,7.9,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,67,8,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,68,8.1,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,69,8.2,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,70,8.3,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,71,8.4,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,72,7.9,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,73,8,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,74,8.1,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,75,8.2,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,76,8.3,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,77,8.4,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,78,7.9,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,79,8,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,80,8.1,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,81,8.2,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,82,8.3,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,83,8.4,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,84,7.9,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,85,8,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,86,8.1,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,87,8.2,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,88,8.3,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,89,8.4,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,90,7.9,1.4,1.7,0.4,37,0.26,1.1,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,60,7.9,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,61,8,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,62,8.1,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,63,8.2,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,64,8.3,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,65,8.4,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,66,7.9,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,67,8,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,68,8.1,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,69,8.2,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,70,8.3,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,71,8.4,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,72,7.9,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,73,8,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,74,8.1,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,75,8.2,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,76,8.3,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,77,8.4,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,78,7.9,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,79,8,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,80,8.1,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,81,8.2,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,82,8.3,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,83,8.4,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,84,7.9,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,85,8,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,86,8.1,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,87,8.2,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,88,8.3,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,89,8.4,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,90,7.9,1.4,1.7,0.4,37,0.26,1.2,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,60,7.9,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,61,8,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,62,8.1,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,63,8.2,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,64,8.3,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,65,8.4,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,66,7.9,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,67,8,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,68,8.1,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,69,8.2,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,70,8.3,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,71,8.4,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,72,7.9,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,73,8,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,74,8.1,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,75,8.2,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,76,8.3,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,77,8.4,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,78,7.9,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,79,8,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,80,8.1,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,81,8.2,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,82,8.3,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,83,8.4,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,84,7.9,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,85,8,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,86,8.1,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,87,8.2,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,88,8.3,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,89,8.4,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,90,7.9,1.4,1.7,0.4,37,0.26,1.3,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,60,7.9,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,61,8,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,62,8.1,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,63,8.2,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,64,8.3,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,65,8.4,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,66,7.9,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,67,8,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,68,8.1,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,69,8.2,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,70,8.3,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,71,8.4,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,72,7.9,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,73,8,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,74,8.1,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,75,8.2,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,76,8.3,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,77,8.4,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,78,7.9,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,79,8,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,80,8.1,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,81,8.2,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,82,8.3,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,83,8.4,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,84,7.9,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,85,8,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,86,8.1,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,87,8.2,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,88,8.3,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,89,8.4,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,90,7.9,1.4,1.7,0.4,37,0.26,1.4,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,60,7.9,1.4,1.7,0.4,37,0.26,1.5,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,61,8,1.4,1.7,0.4,37,0.26,1.5,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,62,8.1,1.4,1.7,0.4,37,0.26,1.5,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,63,8.2,1.4,1.7,0.4,37,0.26,1.5,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,64,8.3,1.4,1.7,0.4,37,0.26,1.5,46,Cotton Sugarcane Pigeonpea Sorghum
